cd_ncm_prod_serv,ds_ncm_01,ds_ncm_02,ds_ncm_03,ds_ncm_04,ds_ncm_05,cd_ean_prod_serv,ds_prod_serv
04064000,"Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos.","Queijos e requeijão.","Queijos de pasta mofada (azul*) e outros queijos que apresentem veios obtidos utilizando Penicillium roqueforti","Queijos de pasta mofada (azul*) e outros queijos que apresentem veios obtidos utilizando Penicillium roqueforti","Queijos de pasta mofada (azul*) e outros queijos que apresentem veios obtidos utilizando Penicillium roqueforti","SEM GTIN","QUEIJO GORGONZOLA REGINA KG"
04069010,"Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos.","Queijos e requeijão.","Outros queijos","Outros queijos","Com um teor de umidade inferior a 36,0 %, em peso (massa dura)",7891999014092,"&QJ PARMESAO F AZUL"
04069010,"Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos.","Queijos e requeijão.","Outros queijos","Outros queijos","Com um teor de umidade inferior a 36,0 %, em peso (massa dura)",7891999014092,"&QJ PARMESAO F AZUL"
04069020,"Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos.","Queijos e requeijão.","Outros queijos","Outros queijos","Com um teor de umidade igual ou superior a 36,0 % e inferior a 46,0 %, em peso (massa semidura)","SEM GTIN","QUEI PRATO TIR KG"
04069030,"Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos.","Queijos e requeijão.","Outros queijos","Outros queijos","Com um teor de umidade igual ou superior a 46,0 % e inferior a 55,0 %, em peso (massa macia)",7898134890412,"QJO NAT COALH KG KG"
04071100,"Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos.","Ovos de aves, com casca, frescos, conservados ou cozidos.","Ovos fertilizados destinados à incubação:","De aves da espécie Gallus domesticus","De aves da espécie Gallus domesticus",7897284460001,"OVOS GALINHA OMEGA UN"
04071100,"Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos.","Ovos de aves, com casca, frescos, conservados ou cozidos.","Ovos fertilizados destinados à incubação:","De aves da espécie Gallus domesticus","De aves da espécie Gallus domesticus",7897284460001,"OVOS GALINHA OMEGA UN"
04071100,"Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos.","Ovos de aves, com casca, frescos, conservados ou cozidos.","Ovos fertilizados destinados à incubação:","De aves da espécie Gallus domesticus","De aves da espécie Gallus domesticus",7897284460001,"OVOS GALINHA OMEGA UN"
04071100,"Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos.","Ovos de aves, com casca, frescos, conservados ou cozidos.","Ovos fertilizados destinados à incubação:","De aves da espécie Gallus domesticus","De aves da espécie Gallus domesticus",7897284460001,"OVOS GALINHA OMEGA UN"
04071100,"Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos.","Ovos de aves, com casca, frescos, conservados ou cozidos.","Ovos fertilizados destinados à incubação:","De aves da espécie Gallus domesticus","De aves da espécie Gallus domesticus",7897284460001,"OVOS GALINHA OMEGA UN"
04071100,"Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos.","Ovos de aves, com casca, frescos, conservados ou cozidos.","Ovos fertilizados destinados à incubação:","De aves da espécie Gallus domesticus","De aves da espécie Gallus domesticus",7897284460001,"OVOS GALINHA OMEGA UN"
04072100,"Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos.","Ovos de aves, com casca, frescos, conservados ou cozidos.","Outros ovos frescos:","De aves da espécie Gallus domesticus","De aves da espécie Gallus domesticus",7898913513068,"&OVOS CAIP VERM C/10"
04072100,"Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos.","Ovos de aves, com casca, frescos, conservados ou cozidos.","Outros ovos frescos:","De aves da espécie Gallus domesticus","De aves da espécie Gallus domesticus",7899778900567,"OVOS COD PZ 30UN UN"
07020000,"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis.","Tomates, frescos ou refrigerados.","Tomates, frescos ou refrigerados.","Tomates, frescos ou refrigerados.","Tomates, frescos ou refrigerados.",4000181001021,"TOMATE KG KG"
07020000,"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis.","Tomates, frescos ou refrigerados.","Tomates, frescos ou refrigerados.","Tomates, frescos ou refrigerados.","Tomates, frescos ou refrigerados.",4000181001021,"TOMATE KG KG"
07020000,"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis.","Tomates, frescos ou refrigerados.","Tomates, frescos ou refrigerados.","Tomates, frescos ou refrigerados.","Tomates, frescos ou refrigerados.",4000181001021,"TOMATE KG KG"
07031019,"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis.","Cebolas, chalotas, alhos, alhosporros e outros produtos hortícolas aliáceos, frescos ou refrigerados.","Cebolas e chalotas","Cebolas e chalotas",Outras,"SEM GTIN","CEBOLA KG KG"
07031019,"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis.","Cebolas, chalotas, alhos, alhosporros e outros produtos hortícolas aliáceos, frescos ou refrigerados.","Cebolas e chalotas","Cebolas e chalotas",Outras,"SEM GTIN","CEBOLA KG KG"
07031019,"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis.","Cebolas, chalotas, alhos, alhosporros e outros produtos hortícolas aliáceos, frescos ou refrigerados.","Cebolas e chalotas","Cebolas e chalotas",Outras,"SEM GTIN","CEBOLA KG KG"
07032090,"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis.","Cebolas, chalotas, alhos, alhosporros e outros produtos hortícolas aliáceos, frescos ou refrigerados.",Alhos,Alhos,Outros,"SEM GTIN","ALHO ESPECIAL KG KG"
07039090,"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis.","Cebolas, chalotas, alhos, alhosporros e outros produtos hortícolas aliáceos, frescos ou refrigerados.","Alhosporros e outros produtos hortícolas aliáceos","Alhosporros e outros produtos hortícolas aliáceos",Outros,"SEM GTIN","CEBOLINHA MO UN"
07061000,"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis.","Cenouras, nabos, beterrabas para salada, cercefi, aiporábano, rabanetes e raízes comestíveis semelhantes, frescos ou refrigerados.","Cenouras e nabos","Cenouras e nabos","Cenouras e nabos",4000240001023,"CENOURA KG KG"
07099990,"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis.","Outros produtos hortícolas, frescos ou refrigerados.",Outros:,Outros,Outros,"SEM GTIN","COENTRO MO UN"
07099990,"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis.","Outros produtos hortícolas, frescos ou refrigerados.",Outros:,Outros,Outros,7898273890502,"COENTRO HIDROP UN"
07099990,"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis.","Outros produtos hortícolas, frescos ou refrigerados.",Outros:,Outros,Outros,"SEM GTIN","COENTRO MO UN"
07102900,"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis.","Produtos hortícolas, não cozidos ou cozidos em água ou vapor, congelados.","Legumes de vagem, mesmo com vagem:",Outros,Outros,"SEM GTIN","ROLINHO PRIMAVERA"
07133399,"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis.","Legumes de vagem, secos, em grão, mesmo pelados ou partidos.","Feijões (Vigna spp., Phaseolus spp.):","Feijão comum (Phaseolus vulgaris)",Outros,7898257600059,"&FEIJAO CARIOCA"
07133590,"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis.","Legumes de vagem, secos, em grão, mesmo pelados ou partidos.","Feijões (Vigna spp., Phaseolus spp.):","Feijãofradinho (Vigna unguiculata)",Outros,7898229830118,"FEIJAO BRANCO 500G"
07133590,"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis.","Legumes de vagem, secos, em grão, mesmo pelados ou partidos.","Feijões (Vigna spp., Phaseolus spp.):","Feijãofradinho (Vigna unguiculata)",Outros,7898149730192,"FEIJAO FRADINHO CUCO"
07133990,"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis.","Legumes de vagem, secos, em grão, mesmo pelados ou partidos.","Feijões (Vigna spp., Phaseolus spp.):",Outros,Outros,7898257600127,"&FEIJAO FRADINHO"
08011100,"Fruta; cascas de citros (citrinos*) e de melões.","Cocos, castanhadobrasil (castanhadopará) e castanha de caju, frescos ou secos, mesmo com casca ou pelados.",Cocos:,Dessecados,Dessecados,"SEM GTIN","&COCO SECO"
08012200,"Fruta; cascas de citros (citrinos*) e de melões.","Cocos, castanhadobrasil (castanhadopará) e castanha de caju, frescos ou secos, mesmo com casca ou pelados.","Castanhadobrasil (castanhadopará):","Sem casca","Sem casca","SEM GTIN","CAST BRASIL GRAUDA A GRANEL"
08013200,"Fruta; cascas de citros (citrinos*) e de melões.","Cocos, castanhadobrasil (castanhadopará) e castanha de caju, frescos ou secos, mesmo com casca ou pelados.","Castanha de caju:","Sem casca","Sem casca",0000000018500,"CAST CAJU BRANCA A GRANEL"
08031000,"Fruta; cascas de citros (citrinos*) e de melões.","Bananas, incluindo as bananasdaterra (bananaspão*) (plátanos*), frescas ou secas.","Bananasdaterra (Bananaspão*) (Plátanos*)","Bananasdaterra (Bananaspão*) (Plátanos*)","Bananasdaterra (Bananaspão*) (Plátanos*)","SEM GTIN","BANANA DA TERRA KG"
08039000,"Fruta; cascas de citros (citrinos*) e de melões.","Bananas, incluindo as bananasdaterra (bananaspão*) (plátanos*), frescas ou secas.",Outras,Outras,Outras,"SEM GTIN","BANANA PRATA KG KG"
08039000,"Fruta; cascas de citros (citrinos*) e de melões.","Bananas, incluindo as bananasdaterra (bananaspão*) (plátanos*), frescas ou secas.",Outras,Outras,Outras,"SEM GTIN","BANANA PRATA KG KG"
08043000,"Fruta; cascas de citros (citrinos*) e de melões.","Tâmaras, figos, abacaxis (ananases), abacates, goiabas, mangas e mangostões, frescos ou secos.","Abacaxis (ananases)","Abacaxis (ananases)","Abacaxis (ananases)","SEM GTIN","ABACAXI SEM ACUCAR"
08043000,"Fruta; cascas de citros (citrinos*) e de melões.","Tâmaras, figos, abacaxis (ananases), abacates, goiabas, mangas e mangostões, frescos ou secos.","Abacaxis (ananases)","Abacaxis (ananases)","Abacaxis (ananases)","SEM GTIN","&ABACAXI GOLDEN"
08044000,"Fruta; cascas de citros (citrinos*) e de melões.","Tâmaras, figos, abacaxis (ananases), abacates, goiabas, mangas e mangostões, frescos ou secos.",Abacates,Abacates,Abacates,4000306001028,"PIMENTAO VERDE KG KG"
08051000,"Fruta; cascas de citros (citrinos*) e de melões.","Citros (Citrinos*), frescos ou secos.",Laranjas,Laranjas,Laranjas,4000027001024,"LARANJA PERA KG KG"
08052100,"Fruta; cascas de citros (citrinos*) e de melões.","Citros (Citrinos*), frescos ou secos.","Mandarinas (incluindo as tangerinas e as satsumas); clementinas, wilkings e outros citros (citrinos*) híbridos semelhantes:","Mandarinas (incluindo as tangerinas e as satsumas)","Mandarinas (incluindo as tangerinas e as satsumas)","SEM GTIN","TANGERINA IMPO KG"
08055000,"Fruta; cascas de citros (citrinos*) e de melões.","Citros (Citrinos*), frescos ou secos.","Limões (Citrus limon, Citrus limonum) e limas (Citrus aurantifolia, Citrus latifolia)","Limões (Citrus limon, Citrus limonum) e limas (Citrus aurantifolia, Citrus latifolia)","Limões (Citrus limon, Citrus limonum) e limas (Citrus aurantifolia, Citrus latifolia)","SEM GTIN","LIMAO TAITI KG KG"
08059000,"Fruta; cascas de citros (citrinos*) e de melões.","Citros (Citrinos*), frescos ou secos.",Outros,Outros,Outros,"SEM GTIN","MARACUJA KG KG"
08081000,"Fruta; cascas de citros (citrinos*) e de melões.","Maçãs, peras e marmelos, frescos.",Maçãs,Maçãs,Maçãs,"SEM GTIN","MACA NACIONAL VERM KG"
08081000,"Fruta; cascas de citros (citrinos*) e de melões.","Maçãs, peras e marmelos, frescos.",Maçãs,Maçãs,Maçãs,"SEM GTIN","MACA VERDE KG"
08132010,"Fruta; cascas de citros (citrinos*) e de melões.","Fruta seca, exceto a das posições 08.01 a 08.06; misturas de fruta seca ou de fruta de casca rija, do presente Capítulo.",Ameixas,Ameixas,"Com caroço",7896292305625,"AMEIXA SECA LATA"
08132010,"Fruta; cascas de citros (citrinos*) e de melões.","Fruta seca, exceto a das posições 08.01 a 08.06; misturas de fruta seca ou de fruta de casca rija, do presente Capítulo.",Ameixas,Ameixas,"Com caroço",7896292305625,"AMEIXA SECA LATA"
09012100,"Café, chá, mate e especiarias.","Café, mesmo torrado ou descafeinado; cascas e películas de café; sucedâneos do café que contenham café em qualquer proporção.","Café torrado:","Não descafeinado","Não descafeinado",7896089012637,"&CAFE PILAO"
10059010,Cereais.,Milho.,Outros,Outros,"Em grão",7891095006984,"M PIPOCA YOKI PREM UN"
10059010,Cereais.,Milho.,Outros,Outros,"Em grão",7891095006984,"M PIPOCA YOKI PREM UN"
10059010,Cereais.,Milho.,Outros,Outros,"Em grão",7891095006984,"M PIPOCA YOKI PREM UN"
10061091,Cereais.,Arroz.,"Arroz com casca (arroz paddy)","Arroz com casca (arroz paddy)",Parboilizado,7896003941609,"&ARROZ INTEG RARIS"
10062010,Cereais.,Arroz.,"Arroz descascado (arroz cargo ou castanho)","Arroz descascado (arroz cargo ou castanho)",Parboilizado,7896003989137,"ARROZ 7GRAO 500G UN"
10063011,Cereais.,Arroz.,"Arroz semibranqueado ou branqueado, mesmo polido ou brunido (glaciado*)","Arroz semibranqueado ou branqueado, mesmo polido ou brunido (glaciado*)","Polido ou brunido",7896290300318,"&ARROZ TP1 PRATO FINO"
10063011,Cereais.,Arroz.,"Arroz semibranqueado ou branqueado, mesmo polido ou brunido (glaciado*)","Arroz semibranqueado ou branqueado, mesmo polido ou brunido (glaciado*)","Polido ou brunido",7893500018469,"ARROZ TIO JOAO 1KG UN"
10063011,Cereais.,Arroz.,"Arroz semibranqueado ou branqueado, mesmo polido ou brunido (glaciado*)","Arroz semibranqueado ou branqueado, mesmo polido ou brunido (glaciado*)","Polido ou brunido",7893500018469,"&ARROZ PARB TIO JOAO"
10063019,Cereais.,Arroz.,"Arroz semibranqueado ou branqueado, mesmo polido ou brunido (glaciado*)","Arroz semibranqueado ou branqueado, mesmo polido ou brunido (glaciado*)",Outros,7896006716112,"&ARROZ PARB CAMIL"
11029000,"Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo.","Farinhas de cereais, exceto de trigo ou de mistura de trigo com centeio (méteil).",Outras,Outras,Outras,7892840815783,"FARIN AVEIA QUA165 UN"
11029000,"Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo.","Farinhas de cereais, exceto de trigo ou de mistura de trigo com centeio (méteil).",Outras,Outras,Outras,7894321219929,"FARINHA AVEIA QUAK UN"
11029000,"Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo.","Farinhas de cereais, exceto de trigo ou de mistura de trigo com centeio (méteil).",Outras,Outras,Outras,7894321219929,"FARINHA AVEIA QUAK UN"
11029000,"Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo.","Farinhas de cereais, exceto de trigo ou de mistura de trigo com centeio (méteil).",Outras,Outras,Outras,7892840815783,"FARIN AVEIA QUA165 UN"
11041900,"Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo.","Grãos de cereais trabalhados de outro modo (por exemplo, descascados, esmagados, em flocos, em pérolas, cortados ou partidos), com exclusão do arroz da posição 10.06; germes de cereais, inteiros, esmagados, em flocos ou moídos.","Grãos esmagados ou em flocos:","De outros cereais","De outros cereais",7898366930023,"FLOCAO VITAMILHO UN"
11041900,"Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo.","Grãos de cereais trabalhados de outro modo (por exemplo, descascados, esmagados, em flocos, em pérolas, cortados ou partidos), com exclusão do arroz da posição 10.06; germes de cereais, inteiros, esmagados, em flocos ou moídos.","Grãos esmagados ou em flocos:","De outros cereais","De outros cereais",7898366930023,"FLOCAO VITAMILHO UN"
11041900,"Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo.","Grãos de cereais trabalhados de outro modo (por exemplo, descascados, esmagados, em flocos, em pérolas, cortados ou partidos), com exclusão do arroz da posição 10.06; germes de cereais, inteiros, esmagados, em flocos ou moídos.","Grãos esmagados ou em flocos:","De outros cereais","De outros cereais",7898366930023,"FLOCAO VITAMILHO UN"
12024200,"Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens.","Amendoins não torrados nem de outro modo cozidos, mesmo descascados ou triturados.",Outros:,"Descascados, mesmo triturados","Descascados, mesmo triturados",7891095011605,"AMENDOIM YOKI 500G UN"
12024200,"Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens.","Amendoins não torrados nem de outro modo cozidos, mesmo descascados ou triturados.",Outros:,"Descascados, mesmo triturados","Descascados, mesmo triturados",7891095011605,"AMENDOIM YOKI 500G UN"
12024200,"Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens.","Amendoins não torrados nem de outro modo cozidos, mesmo descascados ou triturados.",Outros:,"Descascados, mesmo triturados","Descascados, mesmo triturados",7891095011605,"AMENDOIM YOKI 500G UN"
12024200,"Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens.","Amendoins não torrados nem de outro modo cozidos, mesmo descascados ou triturados.",Outros:,"Descascados, mesmo triturados","Descascados, mesmo triturados",7891095011605,"AMENDOIM YOKI 500G UN"
15079011,"Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.","Óleo de soja e respectivas frações, mesmo refinados, mas não quimicamente modificados.",Outros,Outros,"Em recipientes com capacidade inferior ou igual a 5 l",7891107101621,"OLEO SOJA SOYA 900 UN"
15091000,"Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.","Azeite de oliva (oliveira) e respectivas frações, mesmo refinados, mas não quimicamente modificados.",Virgens,Virgens,Virgens,5601216120114,"AZEITE OLIVA ANDOR UN"
15091000,"Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.","Azeite de oliva (oliveira) e respectivas frações, mesmo refinados, mas não quimicamente modificados.",Virgens,Virgens,Virgens,5601252231164,"AZ GALLO 500ML VD UN"
16010000,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.",7893000993174,"LIN SADIA CALABRES KG"
16010000,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.",7893000993174,"LIN SADIA CALABRES KG"
16010000,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.",7898229384734,"LING. PERN C PIMENTA"
16010000,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","SEM GTIN","LING AURORA KG KG"
16010000,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.",7894904727209,"LING FGO SEAR 700G UN"
16010000,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos.","SEM GTIN","PEITO PERU DEF LG KG"
16023230,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos.","Outras preparações e conservas de carne, de miudezas ou de sangue.","De aves da posição 01.05:","De aves da espécie Gallus domesticus","Com conteúdo de carne ou de miudezas igual ou superior a 25 % e inferior a 57 %, em peso",7893000949270,"NUGGETS SADIA CROC UN"
16023290,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos.","Outras preparações e conservas de carne, de miudezas ou de sangue.","De aves da posição 01.05:","De aves da espécie Gallus domesticus",Outras,"SEM GTIN","TAXA DE SERVICO"
16023290,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos.","Outras preparações e conservas de carne, de miudezas ou de sangue.","De aves da posição 01.05:","De aves da espécie Gallus domesticus",Outras,"SEM GTIN",EMBALAGEM
16024100,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos.","Outras preparações e conservas de carne, de miudezas ou de sangue.","Da espécie suína:","Pernas e respectivos pedaços","Pernas e respectivos pedaços","SEM GTIN","PRESUNTO SADIA KG KG"
16024100,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos.","Outras preparações e conservas de carne, de miudezas ou de sangue.","Da espécie suína:","Pernas e respectivos pedaços","Pernas e respectivos pedaços","SEM GTIN","PRESUNTO SADIA KG KG"
16024100,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos.","Outras preparações e conservas de carne, de miudezas ou de sangue.","Da espécie suína:","Pernas e respectivos pedaços","Pernas e respectivos pedaços","SEM GTIN","PRESUNTO SADIA KG KG"
16024100,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos.","Outras preparações e conservas de carne, de miudezas ou de sangue.","Da espécie suína:","Pernas e respectivos pedaços","Pernas e respectivos pedaços","SEM GTIN","PRESUNTO SADIA KG KG"
16024100,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos.","Outras preparações e conservas de carne, de miudezas ou de sangue.","Da espécie suína:","Pernas e respectivos pedaços","Pernas e respectivos pedaços","SEM GTIN","PRESUNTO SADIA KG KG"
16024900,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos.","Outras preparações e conservas de carne, de miudezas ou de sangue.","Da espécie suína:","Outras, incluindo as misturas","Outras, incluindo as misturas",7894904070565,"COSTELA BBQ 1KG"
16024900,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos.","Outras preparações e conservas de carne, de miudezas ou de sangue.","Da espécie suína:","Outras, incluindo as misturas","Outras, incluindo as misturas","SEM GTIN","PRESUNTO SG SAD KG"
16052900,"Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos.","Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas.",Camarões:,Outros,Outros,"SEM GTIN","ROLINHO CAMARAO"
17019900,"Açúcares e produtos de confeitaria.","Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido.",Outros:,Outros,Outros,7898920795044,"&ACUCAR CRISTAL"
17049010,"Açúcares e produtos de confeitaria.","Produtos de confeitaria sem cacau (incluindo o chocolate branco).",Outros,Outros,"Chocolate branco",7610400014571,"CHOC LINDT WHIT100 UN"
18063210,"Cacau e suas preparações.","Chocolate e outras preparações alimentícias que contenham cacau.","Outros, em tabletes, barras e paus:","Não recheados",Chocolate,7610400068505,"CHOC LINDT LIND UN"
18069000,"Cacau e suas preparações.","Chocolate e outras preparações alimentícias que contenham cacau.",Outros,Outros,Outros,"SEM GTIN","KIT PASCOA"
18069000,"Cacau e suas preparações.","Chocolate e outras preparações alimentícias que contenham cacau.",Outros,Outros,Outros,7898024395232,"CREME DE AVELA NUTEL"
19012000,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Extratos de malte; preparações alimentícias de farinhas, grumos, sêmolas, amidos, féculas ou de extratos de malte, que não contenham cacau ou que contenham menos de 40 %, em peso, de cacau, calculado sobre uma base totalmente desengordurada, não especificadas nem compreendidas noutras posições; preparações alimentícias de produtos dasposições 04.01 a 04.04, que não contenham cacau ou que contenham menos de 5 %, em peso, de cacau, calculado sobre uma base totalmente desengordurada, não especificadas nem compreendidas noutras posições.","Misturas e pastas para a preparação de produtos de padaria, pastelaria e da indústria de bolachas e biscoitos, da posição 19.05","Misturas e pastas para a preparação de produtos de padaria, pastelaria e da indústria de bolachas e biscoitos, da posição 19.05","Misturas e pastas para a preparação de produtos de padaria, pastelaria e da indústria de bolachas e biscoitos, da posição 19.05",7896353300255,"PAO DE QJO CATUP 1KG"
19012000,"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria.","Extratos de malte; preparações alimentícias de farinhas, grumos, sêmolas, amidos, féculas ou de extratos de malte, que não contenham cacau ou que contenham menos de 40 %, em peso, de cacau, calculado sobre uma base totalmente desengordurada, não especificadas nem compreendidas noutras posições; preparações alimentícias de produtos dasposições 04.01 a 04.04, que não contenham cacau ou que contenham menos de 5 %, em peso, de cacau, calculado sobre uma base totalmente desengordurada, não especificadas nem compreendidas noutras posições.","Misturas e pastas para a preparação de produtos de padaria, pastelaria e da indústria de bolachas e biscoitos, da posição 19.05","Misturas e pastas para a preparação de produtos de padaria, pastelaria e da indústria de bolachas e biscoitos, da posição 19.05","Misturas e pastas para a preparação de produtos de padaria, pastelaria e da indústria de bolachas e biscoitos, da posição 19.05",7896353300255,"PAO DE QJO CATUP 1KG"
